NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name
3509946	AFUA_1G15550	homeobox and C2H2 transcription factor, putative	Aspergillus fumigatus Af293	
3509948	AFUA_1G15570	ubiquitin-conjugating enzyme, putative	Aspergillus fumigatus Af293	
3509949	AFUA_1G15580	acetylserotonin methytransferase-like protein (ASMTL), putative	Aspergillus fumigatus Af293	
3509950	AFUA_1G15590	succinate dehydrogenase subunit CybS, putative	Aspergillus fumigatus Af293	
3509951	AFUA_1G15610	oxidoreductase, zinc-binding dehydrogenase family, putative	Aspergillus fumigatus Af293	
3509952	AFUA_1G15620	DEAD box RNA helicase HelA, putative	Aspergillus fumigatus Af293	
3509957	AFUA_1G15670	laccase TilA	Aspergillus fumigatus Af293	
3509958	AFUA_1G15680	C6 finger domain protein, putative	Aspergillus fumigatus Af293	
3509961	AFUA_1G15710	anaphase-promoting complex component Cut20/Apc4, putative	Aspergillus fumigatus Af293	
3509962	AFUA_1G15720	importin beta-1 subunit	Aspergillus fumigatus Af293	
3509963	AFUA_1G15730	40S ribosomal protein S22	Aspergillus fumigatus Af293	
3509964	AFUA_1G15740	phosphoglycerate mutase family protein	Aspergillus fumigatus Af293	
3509965	AFUA_1G15750	conserved fungal protein	Aspergillus fumigatus Af293	
3509966	AFUA_1G15760	phosphatidylserine decarboxylase, putative	Aspergillus fumigatus Af293	
3509967	AFUA_1G15770	anaphase promoting complex subunit 10 (APC10), putative	Aspergillus fumigatus Af293	
3509968	AFUA_1G15780	3-isopropylmalate dehydrogenase Leu2A	Aspergillus fumigatus Af293	
3509969	AFUA_1G15790	CDP-diacylglycerol-inositol 3-phosphatidyltransferase PIS	Aspergillus fumigatus Af293	
3509970	AFUA_1G15800	protein phosphatase 2C, putative	Aspergillus fumigatus Af293	
3509971	AFUA_1G15810	RNA splicing factor (Pad-1), putative	Aspergillus fumigatus Af293	
3509972	AFUA_1G15820	fatty acid hydroxylase, putative	Aspergillus fumigatus Af293	
3509975	AFUA_1G15850	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3509976	AFUA_1G15860	Coatomer subunit delta, putative	Aspergillus fumigatus Af293	
3509977	AFUA_1G15870	conserved glutamic acid-rich protein	Aspergillus fumigatus Af293	
3509978	AFUA_1G15880	DUF803 domain membrane protein	Aspergillus fumigatus Af293	
3509979	AFUA_1G15890	SacI domain protein	Aspergillus fumigatus Af293	
3509980	AFUA_1G15900	importin beta-2 subunit, putative	Aspergillus fumigatus Af293	
3509981	AFUA_1G15910	C6 transcription factor RosA-like, putative	Aspergillus fumigatus Af293	
3509982	AFUA_1G15920	26S proteasome-associated ubiquitin C-terminal hydrolase, putative	Aspergillus fumigatus Af293	
3509983	AFUA_1G15930	choline kinase, putative	Aspergillus fumigatus Af293	
3509984	AFUA_1G15940	Auxin Efflux Carrier superfamily	Aspergillus fumigatus Af293	
3509985	AFUA_1G15950	MAP kinase kinase (Pbs2), putative	Aspergillus fumigatus Af293	
3509986	AFUA_1G15960	glutathione oxidoreductase Glr1, putative	Aspergillus fumigatus Af293	
3509988	AFUA_1G15970	aldo-keto reductase (AKR13), putative	Aspergillus fumigatus Af293	
3509991	AFUA_1G16000	serine/threonine protein kinase, putative	Aspergillus fumigatus Af293	
3509995	AFUA_1G16040	ferric-chelate reductase, putative	Aspergillus fumigatus Af293	
3509996	AFUA_1G16050	conserved serine-proline rich protein	Aspergillus fumigatus Af293	
3510000	AFUA_1G16090	arsenate reductase (ArsC), putative	Aspergillus fumigatus Af293	
3510001	AFUA_1G16100	arsenite efflux transporter (ArsB), putative	Aspergillus fumigatus Af293	
3510002	AFUA_1G16110	arsenic methyltransferase Cyt19, putative	Aspergillus fumigatus Af293	
3510004	AFUA_1G16120	arsenic resistance protein ArsH, putative	Aspergillus fumigatus Af293	
3510005	AFUA_1G16130	copper-transporting ATPase, putative	Aspergillus fumigatus Af293	
3510007	AFUA_1G16150	thioredoxin domain protein	Aspergillus fumigatus Af293	
3510008	AFUA_1G16160	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510010	AFUA_1G16190	extracellular cell wall glucanase Crf1/allergen Asp F9	Aspergillus fumigatus Af293	
3510012	AFUA_1G16210	threonyl-tRNA synthetase	Aspergillus fumigatus Af293	
3510013	AFUA_1G16220	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510014	AFUA_1G16230	MFS quinate transporter, putative	Aspergillus fumigatus Af293	
3510015	AFUA_1G16240	TIM barrel metal-dependent hydrolase, putative	Aspergillus fumigatus Af293	
3510016	AFUA_1G16250	alpha-glucosidase, putative	Aspergillus fumigatus Af293	
3510018	AFUA_1G16270	xylitol dehydrogenase XdhB	Aspergillus fumigatus Af293	
3510019	AFUA_1G16280	mitochondrial F1F0-ATP synthase g subunit, putative	Aspergillus fumigatus Af293	
3510020	AFUA_1G16290	ATP dependent RNA helicase (Rok1), putative	Aspergillus fumigatus Af293	
3510022	AFUA_1G16310	glucose-inducible SAM-dependent methyltransferase Rrg1, putative	Aspergillus fumigatus Af293	
3510023	AFUA_1G16320	vacuolar protein sorting-associated protein Vps28, putative	Aspergillus fumigatus Af293	
3510024	AFUA_1G16330	ribosome assembly protein Noc2, putative	Aspergillus fumigatus Af293	
3510025	AFUA_1G16340	potassium transporter, putative	Aspergillus fumigatus Af293	
3510028	AFUA_1G16370	molybdenum cofactor biosynthesis protein (MoaC), putative	Aspergillus fumigatus Af293	
3510029	AFUA_1G16380	molybdopterin cofactor biosynthetic protein	Aspergillus fumigatus Af293	
3510030	AFUA_1G16390	MFS hexose transporter, putative	Aspergillus fumigatus Af293	
3510031	AFUA_1G16400	beta-glucosidase, putative	Aspergillus fumigatus Af293	
3510032	AFUA_1G16410	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510033	AFUA_1G16420	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3510035	AFUA_1G16440	ABC ATPase, putative	Aspergillus fumigatus Af293	
3510037	AFUA_1G16460	bZIP transcription factor (LziP), putative	Aspergillus fumigatus Af293	
3510038	AFUA_1G16470	tRNA processing endoribonuclease Trz1, putative	Aspergillus fumigatus Af293	
3510039	AFUA_1G16480	acid phosphatase, putative	Aspergillus fumigatus Af293	
3510040	AFUA_1G16490	short chain dehydrogenase/reductase, putative	Aspergillus fumigatus Af293	
3510041	AFUA_1G16500	small monomeric GTPase (Gtr2), putative	Aspergillus fumigatus Af293	
3510042	AFUA_1G16510	heme/steroid binding domain protein, putative	Aspergillus fumigatus Af293	
3510043	AFUA_1G16523	40S ribosomal protein S25, putative	Aspergillus fumigatus Af293	
3510044	AFUA_1G16540	WD40 domain protein	Aspergillus fumigatus Af293	
3510045	AFUA_1G16550	dihydrouridine synthase family protein, putative	Aspergillus fumigatus Af293	
3510047	AFUA_1G16556	phosphatase, putative	Aspergillus fumigatus Af293	
3510048	AFUA_1G16560	MIF domain protein	Aspergillus fumigatus Af293	
3510050	AFUA_1G16570	MIND kinetochore complex component Mtw1, putative	Aspergillus fumigatus Af293	
3510053	AFUA_1G16600	ribonuclease T2, putative	Aspergillus fumigatus Af293	
3510054	AFUA_1G16610	Swr1p complex component (Swc5), putative	Aspergillus fumigatus Af293	
3510055	AFUA_1G16620	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510056	AFUA_1G16630	short chain dehydrogenase family protein	Aspergillus fumigatus Af293	
3510059	AFUA_1G16660	eukaryotic translation initiation factor subunit eIF2B-gamma, putative	Aspergillus fumigatus Af293	
3510062	AFUA_1G16690	MFS transporter, putative	Aspergillus fumigatus Af293	
3510063	AFUA_1G16700	beta galactosidase, putative	Aspergillus fumigatus Af293	
3510064	AFUA_1G16710	fatty acid elongase (Gig30), putative	Aspergillus fumigatus Af293	
3510066	AFUA_1G16730	pseudouridine synthase TruD/Pus7, putative	Aspergillus fumigatus Af293	
3510068	AFUA_1G16745	PHD finger domain protein	Aspergillus fumigatus Af293	
3510069	AFUA_1G16750	mitochondrial cation transporter, putative	Aspergillus fumigatus Af293	
3510070	AFUA_1G16760	acetyltransferase, GNAT family family	Aspergillus fumigatus Af293	
3510071	AFUA_1G16770	amidase family protein, putative	Aspergillus fumigatus Af293	
3510072	AFUA_1G16780	protein kinase (Lkh1), putative	Aspergillus fumigatus Af293	
3510074	AFUA_1G16800	cleavage and polyadenylation specifity factor, 73 kDa subunit, putative	Aspergillus fumigatus Af293	
3510075	AFUA_1G16810	aminotransferase, class III	Aspergillus fumigatus Af293	
3510076	AFUA_1G16820	signal recognition particle 19 kDa protein, putative	Aspergillus fumigatus Af293	
3510077	AFUA_1G16830	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510078	AFUA_1G16840	TCTP family protein	Aspergillus fumigatus Af293	
3510079	AFUA_1G16850	sphinganine hydroxylase Sur2, putative	Aspergillus fumigatus Af293	
3510082	AFUA_1G16880	ABC multidrug transporter, putative	Aspergillus fumigatus Af293	
3510083	AFUA_1G16890	transesterase (LovD), putative	Aspergillus fumigatus Af293	
3510086	AFUA_1G13690	WD repeat protein	Aspergillus fumigatus Af293	
3510087	AFUA_1G13700	centrin-binding protein Sfi1, putative	Aspergillus fumigatus Af293	
3510088	AFUA_1G13710	isoleucyl-tRNA synthetase, cytoplasmic	Aspergillus fumigatus Af293	
3510089	AFUA_1G13720	intracellular protein transport protein (UsoA), putative	Aspergillus fumigatus Af293	
3510091	AFUA_1G16910	MFS multidrug transporter, putative	Aspergillus fumigatus Af293	
3510092	AFUA_1G16920	beta-xylosidase XylA	Aspergillus fumigatus Af293	
3510093	AFUA_1G16930	phosphatidylserine decarboxylase, putative	Aspergillus fumigatus Af293	
3510094	AFUA_1G16940	DEAD/DEAH box helicase, putative	Aspergillus fumigatus Af293	
3510095	AFUA_1G16950	phosphatidylinositol:UDP-GlcNAc transferase subunit PIG-A	Aspergillus fumigatus Af293	
3510097	AFUA_1G16970	ADP-ribosylation factor family protein	Aspergillus fumigatus Af293	
3510099	AFUA_1G16990	mRNA splicing factor (Prp18), putative	Aspergillus fumigatus Af293	
3510100	AFUA_1G17000	Sin3-associated polypeptide Sap18, putative	Aspergillus fumigatus Af293	
3510101	AFUA_1G17010	glutathione S-transferase, putative	Aspergillus fumigatus Af293	
3510102	AFUA_1G17020	UDP-glucose dehydrogenase	Aspergillus fumigatus Af293	
3510103	AFUA_1G17030	glycosyl transferase, putative	Aspergillus fumigatus Af293	
3510104	AFUA_1G17040	D-lactate dehydrogenase, putative	Aspergillus fumigatus Af293	
3510106	AFUA_1G17060	HLH DNA binding domain protein, putative	Aspergillus fumigatus Af293	
3510107	AFUA_1G17070	FYVE domain protein, putative	Aspergillus fumigatus Af293	
3510108	AFUA_1G17080	acetyltransferase, GNAT family, putative	Aspergillus fumigatus Af293	
3510109	AFUA_1G17090	NOL1/NOP2/sun domain protein, putative	Aspergillus fumigatus Af293	
3510111	AFUA_1G17110	long chain fatty alcohol oxidase, putative	Aspergillus fumigatus Af293	
3510113	AFUA_1G17130	F-box domain protein	Aspergillus fumigatus Af293	
3510114	AFUA_1G17140	voltage-gated K+ channel beta subunit (KCNAB), putative	Aspergillus fumigatus Af293	
3510115	AFUA_1G17150	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510116	AFUA_1G17160	MFS transporter, putative	Aspergillus fumigatus Af293	
3510117	AFUA_1G17170	TfdA family taurine dioxygenase, putative	Aspergillus fumigatus Af293	
3510118	AFUA_1G17180	pyridine nucleotide-disulphide oxidoreductase AMID-like, putative	Aspergillus fumigatus Af293	
3510119	AFUA_1G17190	long-chain-fatty-acid-CoA ligase, putative	Aspergillus fumigatus Af293	
3510120	AFUA_1G17200	nonribosomal siderophore peptide synthase SidC	Aspergillus fumigatus Af293	
3510122	AFUA_1G17220	extracellular polygalacturonase, putative	Aspergillus fumigatus Af293	
3510124	AFUA_1G17240	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510125	AFUA_1G17250	conidial hydrophobin RodB	Aspergillus fumigatus Af293	
3510127	AFUA_1G17270	FRE family ferric-chelate reductase, putative	Aspergillus fumigatus Af293	
3510131	AFUA_1G17310	MFS lactose permease, putative	Aspergillus fumigatus Af293	
3510132	AFUA_1G17320	endo-arabinanase, putative	Aspergillus fumigatus Af293	
3510133	AFUA_1G17340	dioxygenase, putative	Aspergillus fumigatus Af293	
3510134	AFUA_1G17350	CP2 transcription factor, putative	Aspergillus fumigatus Af293	
3510135	AFUA_1G17360	bZIP transcription factor (BACH2), putative	Aspergillus fumigatus Af293	
3510136	AFUA_1G17370	heat shock protein Awh11, putative	Aspergillus fumigatus Af293	
3510137	AFUA_1G17380	3-oxoacyl-(acyl-carrier-protein) reductase, putative	Aspergillus fumigatus Af293	
3510139	AFUA_1G17400	peptidase S41 family protein	Aspergillus fumigatus Af293	
3510140	AFUA_1G17410	beta-glucosidase, putative	Aspergillus fumigatus Af293	
3510142	AFUA_1G17430	tyrosinase	Aspergillus fumigatus Af293	
3510143	AFUA_1G17440	ABC drug exporter AbcA	Aspergillus fumigatus Af293	
3510144	AFUA_1G17460	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510145	AFUA_1G17470	high affinity nitrate transporter NrtB	Aspergillus fumigatus Af293	
3510146	AFUA_1G17480	MFS transporter, putative	Aspergillus fumigatus Af293	
3510147	AFUA_1G17490	glucokinase regulator family protein, putative	Aspergillus fumigatus Af293	
3510150	AFUA_1G17520	D-lactate dehydrogenase (cytochrome), putative	Aspergillus fumigatus Af293	
3510151	AFUA_1G17530	MFS transporter, putative	Aspergillus fumigatus Af293	
3510153	AFUA_1G17550	HET domain protein	Aspergillus fumigatus Af293	
3510154	AFUA_1G17560	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3510155	AFUA_1G17570	urea active transporter, putative	Aspergillus fumigatus Af293	
3510156	AFUA_1G17580	xenobiotic compound monooxygenase, DszA family, putative	Aspergillus fumigatus Af293	
3510157	AFUA_1G17590	phosphoesterase superfamily protein	Aspergillus fumigatus Af293	
3510160	AFUA_1G17620	TPR domain protein	Aspergillus fumigatus Af293	
3510161	AFUA_1G17630	FAD/FMN-containing protein	Aspergillus fumigatus Af293	
3510162	AFUA_1G17640	C6 transcription factor RegA	Aspergillus fumigatus Af293	
3510163	AFUA_1G17650	short chain dehydrogenase, putative	Aspergillus fumigatus Af293	
3510164	AFUA_1G17660	histidinol dehydrogenase, putative	Aspergillus fumigatus Af293	
3510165	AFUA_1G17670	salicylate hydroxylase, putative	Aspergillus fumigatus Af293	
3510166	AFUA_1G17680	MFS transporter, putative	Aspergillus fumigatus Af293	
3510167	AFUA_1G17690	FAD binding oxidoreductase, putative	Aspergillus fumigatus Af293	
3510168	AFUA_1G17700	short chain dehydrogenase, putative	Aspergillus fumigatus Af293	
3510169	AFUA_1G17710	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3510170	AFUA_1G17720	oxidoreductase, putative	Aspergillus fumigatus Af293	
3510171	AFUA_1G17725	cytochrome P450 oxidoreductase, putative	Aspergillus fumigatus Af293	
3510172	AFUA_1G17730	zinc binding enoyl reductase, putative	Aspergillus fumigatus Af293	
3510173	AFUA_1G17740	polyketide synthase, putative	Aspergillus fumigatus Af293	
3510174	AFUA_1G17750	nicotinamide N-methyltransferase, putative	Aspergillus fumigatus Af293	
3510175	AFUA_1G11600	inositol monophosphatase QutG, putative	Aspergillus fumigatus Af293	
3510176	AFUA_1G11610	3-dehydroquinate dehydratase QutE	Aspergillus fumigatus Af293	
3510177	AFUA_1G11620	C6 transcription factor QutA, putative	Aspergillus fumigatus Af293	
3510178	AFUA_1G11630	quinate pathway repressor protein QutR, putative	Aspergillus fumigatus Af293	
3510179	AFUA_1G11640	cytosolic Cu/Zn superoxide dismutase, putative	Aspergillus fumigatus Af293	
3510180	AFUA_1G11650	flavin-binding monooxygenase, putative	Aspergillus fumigatus Af293	
3510181	AFUA_1G11420	cell wall biogenesis protein phosphatase Ssd1, putative	Aspergillus fumigatus Af293	
3510183	AFUA_1G11440	RNA export mediator Gle1, putative	Aspergillus fumigatus Af293	
3510184	AFUA_1G11450	myosin class II heavy chain (MHC), putative	Aspergillus fumigatus Af293	
3510185	AFUA_1G11460	1,3-beta-glucanosyltransferase Bgt1	Aspergillus fumigatus Af293	
3510186	AFUA_1G11470	endosomal cargo receptor (P24), putative	Aspergillus fumigatus Af293	
3510188	AFUA_1G11490	vacuolar endopolyphosphatase, putative	Aspergillus fumigatus Af293	
3510191	AFUA_1G11520	fungal specific transcription factor, putative	Aspergillus fumigatus Af293	
3510192	AFUA_1G11530	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	Aspergillus fumigatus Af293	
3510193	AFUA_1G13730	5'->3' exoribonculease Dhp1	Aspergillus fumigatus Af293	
3510194	AFUA_1G13740	pentafunctional polypeptide (AroM), putative	Aspergillus fumigatus Af293	
3510195	AFUA_1G13750	C2H2 transcription factor (Rpn4), putative	Aspergillus fumigatus Af293	
3510196	AFUA_1G13760	cell wall anchored protein, putative	Aspergillus fumigatus Af293	
3510198	AFUA_1G13780	histone H4.1	Aspergillus fumigatus Af293	
3510199	AFUA_1G08840	guanylate kinase	Aspergillus fumigatus Af293	
3510200	AFUA_1G08850	septin	Aspergillus fumigatus Af293	
3510201	AFUA_1G08860	meiotic recombination protein Ski8/Rec14, putative	Aspergillus fumigatus Af293	
3510203	AFUA_1G08880	iron/copper transporter Atx1, putative	Aspergillus fumigatus Af293	
3510205	AFUA_1G13040	possible dual specificity protein phosphatase 3	Aspergillus fumigatus Af293	
3510206	AFUA_1G13050	C2H2 transcription factor, putative	Aspergillus fumigatus Af293	
3510207	AFUA_1G13060	regulator of nonsense transcripts, putative	Aspergillus fumigatus Af293	
3510208	AFUA_1G13070	U3 small nucleolar ribonucleoprotein protein IMP4, putative	Aspergillus fumigatus Af293	
3510209	AFUA_1G13080	BRCT domain protein	Aspergillus fumigatus Af293	
3510210	AFUA_1G09320	nucleolus protein required for cell viability, putative	Aspergillus fumigatus Af293	
3510211	AFUA_1G09330	eukaryotic translation initiation factor 3 subunit EifCf, putative	Aspergillus fumigatus Af293	
3510216	AFUA_1G09350	transcription initiation factor TFIID subunit 13, putative	Aspergillus fumigatus Af293	
3510217	AFUA_1G11360	aldehyde reductase II	Aspergillus fumigatus Af293	
3510218	AFUA_1G11370	versicolorin B synthase, putative	Aspergillus fumigatus Af293	
3510219	AFUA_1G11380	integral membrane protein, putative	Aspergillus fumigatus Af293	
3510220	AFUA_1G11390	cytochrome P450, putative	Aspergillus fumigatus Af293	
3510221	AFUA_1G11400	alpha/beta fold family hydrolase, putative	Aspergillus fumigatus Af293	
3510222	AFUA_1G11410	ubiquitin conjugating enzyme E2, putative	Aspergillus fumigatus Af293	
3510224	AFUA_1G09440	ribosomal protein S23 (S12)	Aspergillus fumigatus Af293	
3510225	AFUA_1G09450	translation regulator GCD7	Aspergillus fumigatus Af293	
3510226	AFUA_1G09460	NIF domain protein	Aspergillus fumigatus Af293	
3510227	AFUA_1G09470	aminotransferase, class V, putative	Aspergillus fumigatus Af293	
3510228	AFUA_1G09480	vacuolar protein sorting 29, putative	Aspergillus fumigatus Af293	
3510229	AFUA_1G09490	RNP domain protein	Aspergillus fumigatus Af293	
3510231	AFUA_1G11670	small nuclear ribonucleoprotein Lsm8, putative	Aspergillus fumigatus Af293	
3510232	AFUA_1G11690	proline-rich, actin-associated protein Vrp1, putative	Aspergillus fumigatus Af293	
3510235	AFUA_1G11710	60S ribosomal protein L1	Aspergillus fumigatus Af293	
3510237	AFUA_1G11300	methyltransferase, putative	Aspergillus fumigatus Af293	
3510238	AFUA_1G11310	AMP-binding enzyme domain protein	Aspergillus fumigatus Af293	
3510239	AFUA_1G11320	class II DAHP synthetase family protein	Aspergillus fumigatus Af293	
3510240	AFUA_1G11330	lactonohydrolase, putative	Aspergillus fumigatus Af293	
3510241	AFUA_1G11340	glycosyl hydrolase family 88, putative	Aspergillus fumigatus Af293	
3510242	AFUA_1G11350	MFS transporter of unkown specificity	Aspergillus fumigatus Af293	
3510244	AFUA_1G10410	DNA repair protein RAD51, putative	Aspergillus fumigatus Af293	
3510252	AFUA_1G13010	SNF2 family helicase/ATPase PasG, putative	Aspergillus fumigatus Af293	
3510253	AFUA_1G13020	cytoskeletal adaptor protein SagA	Aspergillus fumigatus Af293	
3510254	AFUA_1G08810	glycerol-3-phosphate dehydrogenase, mitochondrial	Aspergillus fumigatus Af293	
3510260	AFUA_1G08820	DUF814 domain protein, putative	Aspergillus fumigatus Af293	
3510261	AFUA_1G08830	Golgi matrix protein, putative	Aspergillus fumigatus Af293	
3510262	AFUA_1G09500	ubiquitin-protein ligase (Rsp5), putative	Aspergillus fumigatus Af293	
3510263	AFUA_1G09510	GPI anchored serine-threonine rich protein	Aspergillus fumigatus Af293	
3510266	AFUA_1G09540	vacuolar transporter chaperon Vtc1, putative	Aspergillus fumigatus Af293	
3510267	AFUA_1G13440	amine oxidase	Aspergillus fumigatus Af293	
3510268	AFUA_1G13450	cell wall proline rich protein, putative	Aspergillus fumigatus Af293	
3510270	AFUA_1G13470	prohibitin complex subunit Phb1, putative	Aspergillus fumigatus Af293	
3510271	AFUA_1G13480	ubiquinol-cytochrome C reductase complex subunit UcrQ, putative	Aspergillus fumigatus Af293	
3510272	AFUA_1G13490	spermidine synthase	Aspergillus fumigatus Af293	
3510273	AFUA_1G13500	transketolase TktA	Aspergillus fumigatus Af293	
3510274	AFUA_1G12920	glycogen phosphorylase GlpV/Gph1, putative	Aspergillus fumigatus Af293	
3510277	AFUA_1G12950	Avl9 protein, putative	Aspergillus fumigatus Af293	
3510278	AFUA_1G12960	SCF ubiquitin ligase complex subunit CulA, putative	Aspergillus fumigatus Af293	
3510279	AFUA_1G10230	C2H2 transcription factor (Egr2), putative	Aspergillus fumigatus Af293	
3510283	AFUA_1G10270	pyridoxal reductase (AKR8), putative	Aspergillus fumigatus Af293	
3510284	AFUA_1G10280	C2H2 finger domain protein (Gli3), putative	Aspergillus fumigatus Af293	
3510285	AFUA_1G12860	DUF718 domain protein	Aspergillus fumigatus Af293	
3510287	AFUA_1G12880	epoxide hydrolase, putative	Aspergillus fumigatus Af293	
3510288	AFUA_1G12890	60S ribosomal protein L5, putative	Aspergillus fumigatus Af293	
3510289	AFUA_1G12900	cell wall biogenesis protein Mhp1, putative	Aspergillus fumigatus Af293	
3510290	AFUA_1G12910	ABC fatty acid transporter, putative	Aspergillus fumigatus Af293	
3510291	AFUA_1G13380	hydantoin racemase (Dcg1), putative	Aspergillus fumigatus Af293	
3510292	AFUA_1G13390	gamma tubulin MipA, putative	Aspergillus fumigatus Af293	
3510295	AFUA_1G13420	phosphotyrosyl phosphatase activator	Aspergillus fumigatus Af293	
3510298	AFUA_1G12820	gamma-tubulin complex component GCP6, putative	Aspergillus fumigatus Af293	
3510299	AFUA_1G12830	nitrate reductase NiaD	Aspergillus fumigatus Af293	
3510300	AFUA_1G12840	nitrite reductase NiiA	Aspergillus fumigatus Af293	
3510301	AFUA_1G12850	nitrate transporter CrnA	Aspergillus fumigatus Af293	
3510302	AFUA_1G13910	TFIIH complex helicase Rad3, putative	Aspergillus fumigatus Af293	
3510303	AFUA_1G13920	RING zinc finger protein, putative	Aspergillus fumigatus Af293	
3510304	AFUA_1G13930	Leucine carboxyl methyltransferase superfamily	Aspergillus fumigatus Af293	
3510305	AFUA_1G13940	SUN domain protein (Adg3), putative	Aspergillus fumigatus Af293	
3510306	AFUA_1G13950	short-chain oxidoreductase, putative	Aspergillus fumigatus Af293	
3510307	AFUA_1G13960	DUF292 domian protein	Aspergillus fumigatus Af293	
3510308	AFUA_1G09550	dynein light chain (Tctex1), putative	Aspergillus fumigatus Af293	
3510309	AFUA_1G09560	protein transport protein (LST8), putative	Aspergillus fumigatus Af293	
3510313	AFUA_1G09600	N-acetyltransferase complex ARD1 subunit, putative	Aspergillus fumigatus Af293	
3510314	AFUA_1G11230	HMG-CoA reductase	Aspergillus fumigatus Af293	
3510316	AFUA_1G11250	amidohydrolase, putative	Aspergillus fumigatus Af293	
3510319	AFUA_1G11280	oxidoreductase, putative	Aspergillus fumigatus Af293	
3510320	AFUA_1G11290	C6 finger domain protein, putative	Aspergillus fumigatus Af293	
3510322	AFUA_1G11540	CORD and CS domain protein	Aspergillus fumigatus Af293	
3510323	AFUA_1G11550	ethanolamine kinase, putative	Aspergillus fumigatus Af293	
3510324	AFUA_1G11560	4-hydroxyphenylpyruvate dioxygenase, putative	Aspergillus fumigatus Af293	
3510325	AFUA_1G11570	quinate utilisation oxidoreductase QutH	Aspergillus fumigatus Af293	
3510326	AFUA_1G11580	MFS quinate transporter QutD	Aspergillus fumigatus Af293	
3510327	AFUA_1G11590	quinate 5-dehydrogenase QutB, putative	Aspergillus fumigatus Af293	
3510328	AFUA_1G11170	DNA mismatch repair protein Msh5, putative	Aspergillus fumigatus Af293	
3510329	AFUA_1G11180	heat shock protein/chaperonin HSP78, putative	Aspergillus fumigatus Af293	
3510330	AFUA_1G11190	eukaryotic translation elongation factor 1 subunit Eef1-beta, putative	Aspergillus fumigatus Af293	
3510333	AFUA_1G11220	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3510334	AFUA_1G12620	MFS toxin efflux pump (AflT), putative	Aspergillus fumigatus Af293	
3510335	AFUA_1G12630	mannosylphosphate transferase (Mnn4), putative	Aspergillus fumigatus Af293	
3510336	AFUA_1G12640	zinc metalloproteinase, putative	Aspergillus fumigatus Af293	
3510337	AFUA_1G12650	3-ketoacyl-CoA ketothiolase (Kat1), putative	Aspergillus fumigatus Af293	
3510341	AFUA_1G12750	PfkB family carbohydrate kinase (Mak32), putative	Aspergillus fumigatus Af293	
3510342	AFUA_1G12760	adenylyl cyclase-associated protein (cap)	Aspergillus fumigatus Af293	
3510345	AFUA_1G12790	Exocyst complex component Sec5, putative	Aspergillus fumigatus Af293	
3510346	AFUA_1G12800	isocitrate dehydrogenase, NAD-dependent	Aspergillus fumigatus Af293	
3510347	AFUA_1G13330	Arp2/3 complex subunit (Arp2), putative	Aspergillus fumigatus Af293	
3510348	AFUA_1G13340	DUF6 domain protein, putative	Aspergillus fumigatus Af293	
3510349	AFUA_1G13350	MFS transporter, putative	Aspergillus fumigatus Af293	
3510350	AFUA_1G13360	C4-dicarboxylate transporter/malic acid transport protein, putative	Aspergillus fumigatus Af293	
3510351	AFUA_1G13370	aflatoxin B1-aldehyde reductase GliO-like, putative	Aspergillus fumigatus Af293	
3510352	AFUA_1G11730	ADP-ribosylation factor, putative	Aspergillus fumigatus Af293	
3510356	AFUA_1G11770	COPII-coated vesicle protein SurF4/Erv29, putative	Aspergillus fumigatus Af293	
3510358	AFUA_1G11110	calcium channel subunit Cch1	Aspergillus fumigatus Af293	
3510360	AFUA_1G11130	60S ribosomal protein L6	Aspergillus fumigatus Af293	
3510361	AFUA_1G11140	Sterol desaturase family	Aspergillus fumigatus Af293	
3510363	AFUA_1G11160	Sas10/Utp3 family protein	Aspergillus fumigatus Af293	
3510366	AFUA_1G10190	pre-mRNA splicing factor (Prp31), putative	Aspergillus fumigatus Af293	
3510367	AFUA_1G10200	cell cycle control protein (Cwf4), putative	Aspergillus fumigatus Af293	
3510370	AFUA_1G09270	transmembrane glycoprotein, putative	Aspergillus fumigatus Af293	
3510372	AFUA_1G09290	cholinephosphate cytidylyltransferase	Aspergillus fumigatus Af293	
3510374	AFUA_1G09310	DUF6 domain protein, putative	Aspergillus fumigatus Af293	
3510375	AFUA_1G09210	AAA family ATPase/60S ribosome export protein Rix7, putative	Aspergillus fumigatus Af293	
3510376	AFUA_1G09220	SNF7 family protein	Aspergillus fumigatus Af293	
3510377	AFUA_1G09230	DUF1000 domain protein	Aspergillus fumigatus Af293	
3510378	AFUA_1G09240	ATP dependent RNA helicase, putative	Aspergillus fumigatus Af293	
