NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name
3503920	AFUA_4G03900	peroxisomal multifunctional beta-oxidation protein (MFP), putative	Aspergillus fumigatus Af293	
3503921	AFUA_4G03910	RING finger protein (Zin), putative	Aspergillus fumigatus Af293	
3503922	AFUA_4G03920	MFS drug transporter, putative	Aspergillus fumigatus Af293	
3503923	AFUA_4G03930	cysteine synthase B, putative	Aspergillus fumigatus Af293	
3503925	AFUA_4G03840	DNA repair protein Rhp26/Rad26, putative	Aspergillus fumigatus Af293	
3503926	AFUA_4G03850	protein kinase Yak1, putative	Aspergillus fumigatus Af293	
3503927	AFUA_4G03860	eukaryotic translation initiation factor 3 subunit EifCc, putative	Aspergillus fumigatus Af293	
3503928	AFUA_4G03870	ELL complex subunit Eap30, putative	Aspergillus fumigatus Af293	
3503929	AFUA_4G03780	rhamnogalacturonase B, putative	Aspergillus fumigatus Af293	
3503930	AFUA_4G03790	serine peptidase, family S28, putative	Aspergillus fumigatus Af293	
3503931	AFUA_4G03800	cytochrome P450 alkane hydroxylase, putative	Aspergillus fumigatus Af293	
3503934	AFUA_4G03730	dienelactone hydrolase	Aspergillus fumigatus Af293	
3503935	AFUA_4G03740	MFS transporter, putative	Aspergillus fumigatus Af293	
3503936	AFUA_4G03750	phthalate transporter, putative	Aspergillus fumigatus Af293	
3503937	AFUA_4G03760	glycine dehydrogenase	Aspergillus fumigatus Af293	
3503938	AFUA_4G03770	chlorohydrolase family protein	Aspergillus fumigatus Af293	
3503939	AFUA_4G04110	SAC3/GANP domain protein	Aspergillus fumigatus Af293	
3503940	AFUA_4G04120	protein kinase activator Bem1, putative	Aspergillus fumigatus Af293	
3503941	AFUA_4G04130	mitochondrial ATPase (Afg1), putative	Aspergillus fumigatus Af293	
3503943	AFUA_4G04150	di-, tri-valent inorganic cation transporter, putative	Aspergillus fumigatus Af293	
3503944	AFUA_4G04160	glutamyl-tRNA(Gln) amidotransferase subunit A, putative	Aspergillus fumigatus Af293	
3503947	AFUA_4G04800	AAA family ATPase, putative	Aspergillus fumigatus Af293	
3503948	AFUA_4G04810	Rab GTPase SrgA, putative	Aspergillus fumigatus Af293	
3503950	AFUA_4G04750	NADH-ubiquinone oxidoreductase 21 kDa subunit, putative	Aspergillus fumigatus Af293	
3503951	AFUA_4G04760	inositol kinase kinase (UvsB), putative	Aspergillus fumigatus Af293	
3503954	AFUA_4G04700	F-box domain protein	Aspergillus fumigatus Af293	
3503955	AFUA_4G04710	protein tyrosine phosphatase (Pyp1), putative	Aspergillus fumigatus Af293	
3503956	AFUA_4G04720	nuclear pore protein (Nic96), putative	Aspergillus fumigatus Af293	
3503957	AFUA_4G04730	riboflavin-specific deaminase	Aspergillus fumigatus Af293	
3503958	AFUA_4G04740	Ran exchange factor Prp20/Pim1, putative	Aspergillus fumigatus Af293	
3503959	AFUA_4G04630	Golgi membrane protein, putative	Aspergillus fumigatus Af293	
3503960	AFUA_4G04640	ubiquitin fusion degradation protein (Ufd1), putative	Aspergillus fumigatus Af293	
3503962	AFUA_4G04660	proteasome regulatory particle subunit Rpt6, putative	Aspergillus fumigatus Af293	
3503963	AFUA_4G04670	calcium permease family membrane transporter	Aspergillus fumigatus Af293	
3503964	AFUA_4G04680	FGGY-family carbohydrate kinase, putative	Aspergillus fumigatus Af293	
3503965	AFUA_4G04560	GTP binding protein, putative	Aspergillus fumigatus Af293	
3503968	AFUA_4G04590	ubiquinone biosynthesis protein, putative	Aspergillus fumigatus Af293	
3503971	AFUA_4G04620	mitochondrial outer membrane protein (Sam50), putative	Aspergillus fumigatus Af293	
3503972	AFUA_4G04510	F-box domain protein	Aspergillus fumigatus Af293	
3503973	AFUA_4G04520	succinyl-CoA synthetase beta subunit, putative	Aspergillus fumigatus Af293	
3503974	AFUA_4G04530	short chain dehydrogenase/reductase (Ayr1), putative	Aspergillus fumigatus Af293	
3503975	AFUA_4G04540	C4-dicarboxylate transporter/malic acid transport protein, putative	Aspergillus fumigatus Af293	
3503976	AFUA_4G04550	xanthine-guanine phosphoribosyl transferase Xpt1, putative	Aspergillus fumigatus Af293	
3503978	AFUA_4G04460	60S ribosomal protein L13	Aspergillus fumigatus Af293	
3503983	AFUA_4G04390	DNA repair protein (Tof1), putative	Aspergillus fumigatus Af293	
3503985	AFUA_4G04410	3-hydroxybutyryl-CoA dehydrogenase, putative	Aspergillus fumigatus Af293	
3503986	AFUA_4G04415	IBR domain protein	Aspergillus fumigatus Af293	
3503987	AFUA_4G04420	actin family protein	Aspergillus fumigatus Af293	
3503989	AFUA_4G04440	conserved leucine-rich repeat protein	Aspergillus fumigatus Af293	
3503990	AFUA_4G04330	THO complex subunit Tho1, putative	Aspergillus fumigatus Af293	
3503992	AFUA_4G04350	DEAD helicases superfamily protein (Aquarius), putative	Aspergillus fumigatus Af293	
3503993	AFUA_4G04360	TFIIH and nucleotide excision repair factor 3 complexes subunit (Tfb2), putative	Aspergillus fumigatus Af293	
3503995	AFUA_4G04380	phenazine biosynthesis-like protein, putative	Aspergillus fumigatus Af293	
3503996	AFUA_4G04270	thymidylate synthase	Aspergillus fumigatus Af293	
3503997	AFUA_4G04280	AN1 zinc finger protein	Aspergillus fumigatus Af293	
3503998	AFUA_4G04290	histone deacetylase HosB	Aspergillus fumigatus Af293	
3503999	AFUA_4G04300	alanine racemase family protein, putative	Aspergillus fumigatus Af293	
3504000	AFUA_4G04310	AP-2 adaptor complex subunit alpha, putative	Aspergillus fumigatus Af293	
3504002	AFUA_4G04320	homeobox transcription factor, putative	Aspergillus fumigatus Af293	
3504005	AFUA_4G04250	MFS transporter, putative	Aspergillus fumigatus Af293	
3504007	AFUA_4G04260	queuine tRNA-ribosyltransferase	Aspergillus fumigatus Af293	
3504009	AFUA_4G04180	chitin synthase B	Aspergillus fumigatus Af293	
3504011	AFUA_4G04200	myo-inositol-1(or 4)-monophosphatase	Aspergillus fumigatus Af293	
3504012	AFUA_4G04210	aminopeptidase, putative	Aspergillus fumigatus Af293	
3504014	AFUA_4G03610	phosphate:H+ symporter	Aspergillus fumigatus Af293	
3504016	AFUA_4G03630	sterol 24-c-methyltransferase, putative	Aspergillus fumigatus Af293	
3504017	AFUA_4G03640	pre-RNA splicing factor Slt11, putative	Aspergillus fumigatus Af293	
3504018	AFUA_4G03650	ribosome associated DnaJ chaperone Zuotin, putative	Aspergillus fumigatus Af293	
3504019	AFUA_4G03540	integral membrane protein, putative	Aspergillus fumigatus Af293	
3504021	AFUA_4G03560	polyhydroxybutyrate depolymerase, putative	Aspergillus fumigatus Af293	
3504024	AFUA_4G03590	MFS transporter, putative	Aspergillus fumigatus Af293	
3504025	AFUA_4G03321	ubiE/COQ5 methyltransferase, putative	Aspergillus fumigatus Af293	
3504027	AFUA_4G03330	plasma membrane stress response protein (Ist2), putative	Aspergillus fumigatus Af293	
3504028	AFUA_4G03340	DUF1212 domain membrane protein	Aspergillus fumigatus Af293	
3504029	AFUA_4G03350	exo-beta-1,3-glucanase, putative	Aspergillus fumigatus Af293	
3504030	AFUA_4G02940	bZIP transcription factor, putative	Aspergillus fumigatus Af293	
3504031	AFUA_4G02950	nucleotidase, putative	Aspergillus fumigatus Af293	
3504032	AFUA_4G02960	UDP-sugar hydrolase, putative	Aspergillus fumigatus Af293	
3504033	AFUA_4G02970	plasma membrane channel protein (Aqy1), putative	Aspergillus fumigatus Af293	
3504034	AFUA_4G02980	acetyltransferase, GNAT family, putative	Aspergillus fumigatus Af293	
3504035	AFUA_4G02990	vesicle-mediated transport protein (Imh1), putative	Aspergillus fumigatus Af293	
3504036	AFUA_4G03210	cutinase, putative	Aspergillus fumigatus Af293	
3504037	AFUA_4G03220	amino acid permease	Aspergillus fumigatus Af293	
3504038	AFUA_4G03230	extracellular guanyl-specific ribonuclease RntA	Aspergillus fumigatus Af293	
3504039	AFUA_4G03240	cell wall serine-threonine-rich galactomannoprotein Mp1	Aspergillus fumigatus Af293	
3504046	AFUA_4G02650	MFS alpha-glucoside transporter, putative	Aspergillus fumigatus Af293	
3504048	AFUA_4G03360	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3504049	AFUA_4G03370	GABA permease (Uga4), putative	Aspergillus fumigatus Af293	
3504051	AFUA_4G03390	aquaporin	Aspergillus fumigatus Af293	
3504053	AFUA_4G03410	flavohemoprotein	Aspergillus fumigatus Af293	
3504054	AFUA_4G03260	epoxide hydrolase, putative	Aspergillus fumigatus Af293	
3504055	AFUA_4G03270	epoxide hydrolase, putative	Aspergillus fumigatus Af293	
3504056	AFUA_4G03280	short-chain dehydrogenase/reductase family protein, putative	Aspergillus fumigatus Af293	
3504057	AFUA_4G03290	oxidoreductase, short-chain dehydrogenase/reductase family	Aspergillus fumigatus Af293	
3504059	AFUA_4G03310	C6 finger domain protein, putative	Aspergillus fumigatus Af293	
3504060	AFUA_4G03120	mitochondrial cytochrome b2, putative	Aspergillus fumigatus Af293	
3504061	AFUA_4G03130	phosphoric ester hydrolase, putative	Aspergillus fumigatus Af293	
3504062	AFUA_4G03140	serine protein kinase Sky1, putative	Aspergillus fumigatus Af293	
3504063	AFUA_4G03150	MGMT family protein	Aspergillus fumigatus Af293	
3504064	AFUA_4G03160	cell cycle control protein (Cwf26), putative	Aspergillus fumigatus Af293	
3504066	AFUA_4G03490	tripeptidyl-peptidase (TppA), putative	Aspergillus fumigatus Af293	
3504067	AFUA_4G03500	GPI anchored protein, putative	Aspergillus fumigatus Af293	
3504068	AFUA_4G03510	amino acid permease family protein, putative	Aspergillus fumigatus Af293	
3504071	AFUA_4G03420	L-PSP endoribonuclease family protein, putative	Aspergillus fumigatus Af293	
3504072	AFUA_4G03430	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3504074	AFUA_4G03450	NmrA-like family protein	Aspergillus fumigatus Af293	
3504075	AFUA_4G03460	HLH DNA binding domain protein, putative	Aspergillus fumigatus Af293	
3504076	AFUA_4G03470	tannase, putative	Aspergillus fumigatus Af293	
3504078	AFUA_4G03070	DEAD/DEAH box helicase, putative	Aspergillus fumigatus Af293	
3504079	AFUA_4G03080	C2H2 finger domain protein, putative	Aspergillus fumigatus Af293	
3504081	AFUA_4G03100	ras-like GTP-binding protein, putative	Aspergillus fumigatus Af293	
3504082	AFUA_4G03110	MFS monosaccharide transporter, putative	Aspergillus fumigatus Af293	
3504083	AFUA_7G00210	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3504086	AFUA_7G00180	NAD dependent epimerase/dehydratase, putative	Aspergillus fumigatus Af293	
3504087	AFUA_7G00170	dimethylallyl tryptophan synthase GliD1	Aspergillus fumigatus Af293	
3504088	AFUA_7G00160	polyketide synthase, putative	Aspergillus fumigatus Af293	
3504089	AFUA_7G00150	FAD-dependent monooxygenase, putative	Aspergillus fumigatus Af293	
3504091	AFUA_7G02090	membrane associated DnaJ chaperone, putative	Aspergillus fumigatus Af293	
3504092	AFUA_7G02080	RNA polymerase I subunit Rpa43, putative	Aspergillus fumigatus Af293	
3504093	AFUA_7G02070	AIF-like mitochondrial oxidoreductase (Nfrl), putative	Aspergillus fumigatus Af293	
3504095	AFUA_7G02050	arrestin (or S-antigen), N-terminal domain protein	Aspergillus fumigatus Af293	
3504096	AFUA_7G02040	triacylglycerol lipase, putative	Aspergillus fumigatus Af293	
3504097	AFUA_7G00090	telomere-associated RecQ helicase, putative	Aspergillus fumigatus Af293	
3504101	AFUA_7G00600	hydrolase, CocE/NonD family, putative	Aspergillus fumigatus Af293	
3504102	AFUA_7G00590	salicylate hydroxylase, putative	Aspergillus fumigatus Af293	
3504104	AFUA_7G00570	conserved hypotheitcal protein	Aspergillus fumigatus Af293	
3504106	AFUA_7G00550	NACHT and WD40 domain protein	Aspergillus fumigatus Af293	
3504107	AFUA_7G00540	integral membrane protein	Aspergillus fumigatus Af293	
3504108	AFUA_7G00530	NACHT and Ankyrin domain protein	Aspergillus fumigatus Af293	
3504111	AFUA_7G00770	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3504112	AFUA_7G00760	phosphoglycolate phosphatase, putative	Aspergillus fumigatus Af293	
3504114	AFUA_7G00740	protein kinase, putative	Aspergillus fumigatus Af293	
3504115	AFUA_7G00730	high affinity methionine permease	Aspergillus fumigatus Af293	
3504117	AFUA_7G00910	OPT peptide transporter Mtd1, putative	Aspergillus fumigatus Af293	
3504121	AFUA_7G00870	RNA exonuclease, putative	Aspergillus fumigatus Af293	
3504122	AFUA_7G00860	lipoxygenase, putative	Aspergillus fumigatus Af293	
3504123	AFUA_7G00850	GNAT family acetyltransferase, putative	Aspergillus fumigatus Af293	
3504124	AFUA_7G02550	xylitol dehydrogenase	Aspergillus fumigatus Af293	
3504125	AFUA_7G02540	Ras family GTPase (Rab4b), putative	Aspergillus fumigatus Af293	
3504126	AFUA_7G02520	conserved serine-rich protein	Aspergillus fumigatus Af293	
3504131	AFUA_7G00960	extracellular cysteine-rich protein, putative	Aspergillus fumigatus Af293	
3504132	AFUA_7G00950	MFS monosaccharide transporter, putative	Aspergillus fumigatus Af293	
3504133	AFUA_7G00940	isoamyl alcohol oxidase, putative	Aspergillus fumigatus Af293	
3504134	AFUA_7G00930	integral membrane protein	Aspergillus fumigatus Af293	
3504135	AFUA_7G00920	UbiD family decarboxylase, putative	Aspergillus fumigatus Af293	
3504136	AFUA_7G01030	calcium transporting ATPase (Pmc1), putative	Aspergillus fumigatus Af293	
3504138	AFUA_7G01010	alcohol dehydrogenase, putative	Aspergillus fumigatus Af293	
3504139	AFUA_7G01000	aldehyde dehydrogenase, putative	Aspergillus fumigatus Af293	
3504140	AFUA_7G00990	transcriptional activator of ethanol catabolism AlcS	Aspergillus fumigatus Af293	
3504141	AFUA_7G00970	GPI anchored serine-threonine rich protein	Aspergillus fumigatus Af293	
3504142	AFUA_7G00390	MFS multidrug transporter, putative	Aspergillus fumigatus Af293	
3504143	AFUA_7G00380	GNAT family acetyltransferase, putative	Aspergillus fumigatus Af293	
3504146	AFUA_7G00360	UDP-galactose 4-epimerase, putative	Aspergillus fumigatus Af293	
3504148	AFUA_7G00340	metallo-beta-lactamase domain protein, putative	Aspergillus fumigatus Af293	
3504149	AFUA_7G02420	malate dehydrogenase, putative	Aspergillus fumigatus Af293	
3504152	AFUA_7G02400	alcohol dehydrogenase, zinc-containing	Aspergillus fumigatus Af293	
3504155	AFUA_7G02030	cytochrome c oxidase assembly protein (Pet117), putative	Aspergillus fumigatus Af293	
3504156	AFUA_7G02010	indoleamine 2,3-dioxygenase family protein	Aspergillus fumigatus Af293	
3504157	AFUA_7G02000	Leucine Rich Repeat domain protein	Aspergillus fumigatus Af293	
3504161	AFUA_7G01200	aspergillopepsin, putaitve	Aspergillus fumigatus Af293	
3504162	AFUA_7G01190	MFS transporter, putative	Aspergillus fumigatus Af293	
3504163	AFUA_7G01180	extracellular lipase, putative	Aspergillus fumigatus Af293	
3504166	AFUA_7G01090	proline permease PrnB	Aspergillus fumigatus Af293	
3504167	AFUA_7G01070	endo-1,4-beta-mannosidase	Aspergillus fumigatus Af293	
3504168	AFUA_7G01060	cysteine-rich secreted protein	Aspergillus fumigatus Af293	
3504169	AFUA_7G01050	salicylate hydroxylase, putative	Aspergillus fumigatus Af293	
3504170	AFUA_7G01040	cytidine deaminase, putative	Aspergillus fumigatus Af293	
3504171	AFUA_7G01300	mannosyltransferase (PIG-M), putative	Aspergillus fumigatus Af293	
3504173	AFUA_7G01280	DNA damage response protein RcaA	Aspergillus fumigatus Af293	
3504174	AFUA_7G01270	DNA-directed polymerase kappa, putative	Aspergillus fumigatus Af293	
3504177	AFUA_7G01240	phytase, putative	Aspergillus fumigatus Af293	
3504178	AFUA_7G01230	DnaJ domain protein	Aspergillus fumigatus Af293	
3504181	AFUA_7G01340	RPEL repeat protein	Aspergillus fumigatus Af293	
3504182	AFUA_7G01330	translin-associated factor TraX, putative	Aspergillus fumigatus Af293	
3504183	AFUA_7G01320	beta-mannosidase, putative	Aspergillus fumigatus Af293	
3504184	AFUA_7G01310	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3504185	AFUA_7G01420	isoleucyl-tRNA synthetase, putative	Aspergillus fumigatus Af293	
3504186	AFUA_7G01410	UPF0183 domain protein	Aspergillus fumigatus Af293	
3504187	AFUA_7G01400	kinesin family protein (BimC), putative	Aspergillus fumigatus Af293	
3504189	AFUA_7G01380	anaphase promoting complex subunit Apc11, putative	Aspergillus fumigatus Af293	
3504190	AFUA_7G01370	thiosulfate sulfurtransferase, putative	Aspergillus fumigatus Af293	
3504192	AFUA_7G02620	DNA-directed RNA polymerases N/8 kDa subunit superfamily	Aspergillus fumigatus Af293	
3504193	AFUA_7G01490	MFS peptide transporter Ptr2, putative	Aspergillus fumigatus Af293	
3504194	AFUA_7G01480	cap binding protein	Aspergillus fumigatus Af293	
3504195	AFUA_7G01470	integral membrane protein, Mpv17/PMP22 family, putative	Aspergillus fumigatus Af293	
3504196	AFUA_7G01460	ribosomal protein S5	Aspergillus fumigatus Af293	
3504197	AFUA_7G01450	cytochrome P450 monooxygenase, putative	Aspergillus fumigatus Af293	
3504199	AFUA_7G01430	opsin, putative	Aspergillus fumigatus Af293	
3504200	AFUA_7G01550	mitochondrial exoribonuclease Cyt-4, putative	Aspergillus fumigatus Af293	
3504201	AFUA_7G01540	endo-1,4-beta-glucanase	Aspergillus fumigatus Af293	
3504202	AFUA_7G01530	AMP-binding enzyme, putative	Aspergillus fumigatus Af293	
3504203	AFUA_7G01520	BolA domain protein	Aspergillus fumigatus Af293	
3504204	AFUA_7G01510	SNARE domain protein	Aspergillus fumigatus Af293	
3504206	AFUA_7G01610	integral membrane protein	Aspergillus fumigatus Af293	
3504208	AFUA_7G01590	cystathionine gamma-synthase	Aspergillus fumigatus Af293	
3504209	AFUA_7G01580	molybdopterin synthase small subunit CnxG	Aspergillus fumigatus Af293	
3504211	AFUA_7G01560	FAD dependent oxidoreductase, putative	Aspergillus fumigatus Af293	
3504213	AFUA_7G01670	MFS transporter Fmp42, putative	Aspergillus fumigatus Af293	
3504214	AFUA_7G01660	polyketide synthase, putative	Aspergillus fumigatus Af293	
3504216	AFUA_7G01640	C6 transcription factor (War1), putative	Aspergillus fumigatus Af293	
3504219	AFUA_7G01740	sugar transporter, putative	Aspergillus fumigatus Af293	
3504220	AFUA_7G01730	phosphatidylserine decarboxylase family protein	Aspergillus fumigatus Af293	
3504221	AFUA_7G01720	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase	Aspergillus fumigatus Af293	
3504222	AFUA_7G01710	cholinesterase, putative	Aspergillus fumigatus Af293	
3504224	AFUA_7G01690	acetamidase, putative	Aspergillus fumigatus Af293	
3504225	AFUA_7G01850	DNA-directed RNA polymerase III subunit Rpc34, putative	Aspergillus fumigatus Af293	
3504226	AFUA_7G01840	membrane bound C2 domain protein (vp115), putative	Aspergillus fumigatus Af293	
3504227	AFUA_7G01830	UTP-glucose-1-phosphate uridylyltransferase Ugp1, putative	Aspergillus fumigatus Af293	
3504228	AFUA_7G01820	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3504229	AFUA_7G01810	C6 transcription factor, putative	Aspergillus fumigatus Af293	
3504235	AFUA_7G02310	adenine phosphoribosyltransferase 1	Aspergillus fumigatus Af293	
3504237	AFUA_7G02290	ER glycosyl hydrolase (Edem), putative	Aspergillus fumigatus Af293	
3504238	AFUA_7G02170	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	Aspergillus fumigatus Af293	
3504240	AFUA_7G02150	streptococcal hemagglutinin protein, putative	Aspergillus fumigatus Af293	
3504241	AFUA_7G02140	37S ribosomal protein S24	Aspergillus fumigatus Af293	
3504244	AFUA_7G02110	Ran-binding protein (RanBP10), putative	Aspergillus fumigatus Af293	
3504245	AFUA_7G02610	WD repeat protein	Aspergillus fumigatus Af293	
3504249	AFUA_7G02570	NIMA-interacting protein TinC	Aspergillus fumigatus Af293	
3504250	AFUA_7G02560	D-lactate dehydrogenase (cytochrome)	Aspergillus fumigatus Af293	
3504252	AFUA_7G02370	SNF2 family helicase/ATPase (Swr1), putative	Aspergillus fumigatus Af293	
3504254	AFUA_7G02350	C2 domain protein	Aspergillus fumigatus Af293	
3504255	AFUA_7G02340	L-PSP endoribonuclease family protein (Hmf1), putative	Aspergillus fumigatus Af293	
